Author 1,Author 2
Naoyuki Kanda,Zhuo Chen
Naoyuki Kanda,"Takuya Yoshioka,"
Guoli Ye,Yu Wu
Guoli Ye,Zhuo Chen
Yu Wu,Yashesh Gaur
Yu Wu,Xiaofei Wang
Yu Wu,Zhong Meng
Yu Wu,Zhuo Chen
Yu Wu,"Takuya Yoshioka,"
Yashesh Gaur,Zhuo Chen
Xiaofei Wang,Zhuo Chen
Zhong Meng,Zhuo Chen
Zhuo Chen,"Takuya Yoshioka,"
Kevin J. Shih,Wei Ping
Rafael Valle,Wei Ping
Rohan Badlani,Wei Ping
Adrian ÅaÅcucki,Wei Ping
Wei Ping,"Bryan Catanzaro,"
Haibin Wu,Andy T. Liu
Xu Li,Andy T. Liu
Andy T. Liu,Zhiyong Wu
Andy T. Liu,H. Meng
Andy T. Liu,"Hung-yi Lee,"
Prajwal K R,Triantafyllos Afouras
Prajwal K R,"A. Zisserman,"
Triantafyllos Afouras,"A. Zisserman,"
Siddhant Arora,Xuankai Chang
Siddhant Arora,Yuekai Zhang
Siddharth Dalmia,Xuankai Chang
Siddharth Dalmia,Yuekai Zhang
Pavel Denisov,Xuankai Chang
Pavel Denisov,Yuekai Zhang
Xuankai Chang,Yushi Ueda
Xuankai Chang,Yifan Peng
Xuankai Chang,Yuekai Zhang
Xuankai Chang,Sujay S. Kumar
Xuankai Chang,Karthik Ganesan
Xuankai Chang,Brian Yan
Xuankai Chang,Ngoc Thang Vu
Xuankai Chang,A. Black
Xuankai Chang,"Shinji Watanabe,"
Yushi Ueda,Yuekai Zhang
Yifan Peng,Yuekai Zhang
Yuekai Zhang,Sujay S. Kumar
Yuekai Zhang,Karthik Ganesan
Yuekai Zhang,Brian Yan
Yuekai Zhang,Ngoc Thang Vu
Yuekai Zhang,A. Black
Yuekai Zhang,"Shinji Watanabe,"
Andros Tjandra,Alexei Baevski
Diptanu Gon Choudhury,Alexei Baevski
Frank Zhang,Alexei Baevski
Kritika Singh,Alexei Baevski
Alexei Baevski,Assaf Sela
Alexei Baevski,Yatharth Saraf
Alexei Baevski,"Michael Auli,"
Junwen Bai,Bo Li
Junwen Bai,Yu Zhang
Bo Li,Yu Zhang
Bo Li,Ankur Bapna
Bo Li,Nikhil Siddhartha
Bo Li,K. Sim
Bo Li,"Tara N. Sainath,"
Yu Zhang,Ankur Bapna
Yu Zhang,Nikhil Siddhartha
Yu Zhang,K. Sim
Yu Zhang,"Tara N. Sainath,"
Yongmao Zhang,Lei Xie
Jian Cong,Lei Xie
Heyang Xue,Lei Xie
Lei Xie,Pengcheng Zhu
Lei Xie,"Mengxiao Bi,"
Long Zhou,Jinyu Li
Long Zhou,Eric Sun
Long Zhou,"Shujie Liu,"
Jinyu Li,Eric Sun
Jinyu Li,"Shujie Liu,"
Zhichao Wang,Lei Xie
Xinyong Zhou,Lei Xie
Fengyu Yang,Lei Xie
Tao Li,Lei Xie
Hongqiang Du,Lei Xie
Lei Xie,Wendong Gan
Lei Xie,Haitao Chen
Lei Xie,"Hai Li,"
Kaizhi Qian,Yang Zhang
Yang Zhang,Shiyu Chang
Yang Zhang,Jinjun Xiong
Yang Zhang,Chuang Gan
Yang Zhang,David Cox
Yang Zhang,"M. Hasegawa-Johnson,"
Rui Zhao,Jinyu Li
Jian Xue,Jinyu Li
Jinyu Li,Wenning Wei
Jinyu Li,Lei He
Jinyu Li,"Y. Gong,"
Kazuhiro Kobayashi,Tomoki Hayashi
Wen-Chin Huang,Tomoki Hayashi
Yi-Chiao Wu,Tomoki Hayashi
Patrick Lumban Tobing,Tomoki Hayashi
Tomoki Hayashi,"T. Toda,"
Rui Wang,Long Zhou
Rui Wang,Shujie Liu
Junyi Ao,Long Zhou
Junyi Ao,Shujie Liu
Long Zhou,Shujie Liu
Long Zhou,Zhihua Wei
Long Zhou,Tom Ko
Long Zhou,Qing Li
Long Zhou,"Yu Zhang,"
Shujie Liu,Zhihua Wei
Shujie Liu,Tom Ko
Shujie Liu,Qing Li
Shujie Liu,"Yu Zhang,"
Tomoki Hayashi,Wen-Chin Huang
Tomoki Hayashi,Kazuhiro Kobayashi
Tomoki Hayashi,"T. Toda,"
Naoyuki Kanda,Xiong Xiao
Naoyuki Kanda,Jian Wu
Naoyuki Kanda,Tianyan Zhou
Naoyuki Kanda,Yashesh Gaur
Naoyuki Kanda,Xiaofei Wang
Naoyuki Kanda,Zhong Meng
Naoyuki Kanda,Zhuo Chen
Naoyuki Kanda,"Takuya Yoshioka,"
Xiong Xiao,Jian Wu
Xiong Xiao,Tianyan Zhou
Xiong Xiao,Yashesh Gaur
Xiong Xiao,Xiaofei Wang
Xiong Xiao,Zhong Meng
Xiong Xiao,Zhuo Chen
Xiong Xiao,"Takuya Yoshioka,"
Jian Wu,Tianyan Zhou
Jian Wu,Yashesh Gaur
Jian Wu,Xiaofei Wang
Jian Wu,Zhong Meng
Jian Wu,Zhuo Chen
Jian Wu,"Takuya Yoshioka,"
Tianyan Zhou,Zhuo Chen
Yashesh Gaur,Zhuo Chen
Xiaofei Wang,Zhuo Chen
Zhong Meng,Zhuo Chen
Zhuo Chen,"Takuya Yoshioka,"
Yosuke Higuchi,Niko Moritz
Yosuke Higuchi,Jonathan Le Roux
Yosuke Higuchi,"Takaaki Hori,"
Brian Yan,Shinji Watanabe
Chunlei Zhang,Shinji Watanabe
Meng Yu,Shinji Watanabe
Shi-Xiong Zhang,Shinji Watanabe
Siddharth Dalmia,Shinji Watanabe
Dan Berrebbi,Shinji Watanabe
Chao Weng,Shinji Watanabe
Shinji Watanabe,"Dong Yu,"
Xuankai Chang,Naoyuki Kanda
Xuankai Chang,Yashesh Gaur
Xuankai Chang,Xiaofei Wang
Xuankai Chang,Zhong Meng
Xuankai Chang,"Takuya Yoshioka,"
Naoyuki Kanda,Yashesh Gaur
Naoyuki Kanda,Xiaofei Wang
Naoyuki Kanda,Zhong Meng
Naoyuki Kanda,"Takuya Yoshioka,"
J. Bonastre,E. Vincent
J. Bonastre,Xin Wang
H. Delgado,E. Vincent
H. Delgado,Xin Wang
N. Evans,E. Vincent
N. Evans,Xin Wang
T. Kinnunen,E. Vincent
T. Kinnunen,Xin Wang
Kong-Aik Lee,E. Vincent
Kong-Aik Lee,Xin Wang
Xuechen Liu,E. Vincent
Xuechen Liu,Xin Wang
A. Nautsch,E. Vincent
A. Nautsch,Xin Wang
Paul-Gauthier NoÃ©,E. Vincent
Paul-Gauthier NoÃ©,Xin Wang
J. Patino,E. Vincent
J. Patino,Xin Wang
M. Sahidullah,E. Vincent
M. Sahidullah,Xin Wang
B. M. L. Srivastava,E. Vincent
B. M. L. Srivastava,Xin Wang
M. Todisco,E. Vincent
M. Todisco,Xin Wang
N. Tomashenko,E. Vincent
N. Tomashenko,Xin Wang
E. Vincent,Xin Wang
E. Vincent,"J. Yamagishi,"
Xin Wang,"J. Yamagishi,"
Chenpeng Du,Y. Qian
Bing Han,Y. Qian
Shuai Wang,Y. Qian
Y. Qian,"K. Yu,"
Naoyuki Kanda,Xiong Xiao
Naoyuki Kanda,Yashesh Gaur
Naoyuki Kanda,Xiaofei Wang
Naoyuki Kanda,Zhong Meng
Naoyuki Kanda,Zhuo Chen
Naoyuki Kanda,"Takuya Yoshioka,"
Xiong Xiao,Yashesh Gaur
Xiong Xiao,Xiaofei Wang
Xiong Xiao,Zhong Meng
Xiong Xiao,Zhuo Chen
Xiong Xiao,"Takuya Yoshioka,"
Yashesh Gaur,Zhuo Chen
Xiaofei Wang,Zhuo Chen
Zhong Meng,Zhuo Chen
Zhuo Chen,"Takuya Yoshioka,"
R. Rikhye,Qiao Liang
R. Rikhye,Yanzhang He
Quan Wang,Qiao Liang
Quan Wang,Yanzhang He
Qiao Liang,Yanzhang He
Qiao Liang,"Ian McGraw,"
Yanzhang He,"Ian McGraw,"
Wen-Chin Huang,Tomoki Hayashi
Wen-Chin Huang,Shinji Watanabe
Tomoki Hayashi,Xinjian Li
Tomoki Hayashi,Shinji Watanabe
Tomoki Hayashi,"T. Toda,"
Xinjian Li,Shinji Watanabe
Shinji Watanabe,"T. Toda,"
David Qiu,Yanzhang He
David Qiu,Yu Zhang
David Qiu,Bo Li
David Qiu,Rohit Prabhavalkar
David Qiu,Wei Li
David Qiu,Ke Hu
David Qiu,Tara N. Sainath
Qiujia Li,Yanzhang He
Qiujia Li,Yu Zhang
Qiujia Li,Bo Li
Qiujia Li,Rohit Prabhavalkar
Qiujia Li,Wei Li
Qiujia Li,Ke Hu
Qiujia Li,Tara N. Sainath
Yanzhang He,Yu Zhang
Yanzhang He,Bo Li
Yanzhang He,Liangliang Cao
Yanzhang He,Rohit Prabhavalkar
Yanzhang He,Deepti Bhatia
Yanzhang He,Wei Li
Yanzhang He,Ke Hu
Yanzhang He,Tara N. Sainath
Yanzhang He,"Ian McGraw,"
Yu Zhang,Bo Li
Yu Zhang,Liangliang Cao
Yu Zhang,Rohit Prabhavalkar
Yu Zhang,Deepti Bhatia
Yu Zhang,Wei Li
Yu Zhang,Ke Hu
Yu Zhang,Tara N. Sainath
Yu Zhang,"Ian McGraw,"
Bo Li,Liangliang Cao
Bo Li,Rohit Prabhavalkar
Bo Li,Deepti Bhatia
Bo Li,Wei Li
Bo Li,Ke Hu
Bo Li,Tara N. Sainath
Bo Li,"Ian McGraw,"
Liangliang Cao,Rohit Prabhavalkar
Liangliang Cao,Wei Li
Liangliang Cao,Ke Hu
Liangliang Cao,Tara N. Sainath
Rohit Prabhavalkar,Deepti Bhatia
Rohit Prabhavalkar,Wei Li
Rohit Prabhavalkar,Ke Hu
Rohit Prabhavalkar,Tara N. Sainath
Rohit Prabhavalkar,"Ian McGraw,"
Deepti Bhatia,Wei Li
Deepti Bhatia,Ke Hu
Deepti Bhatia,Tara N. Sainath
Wei Li,Ke Hu
Wei Li,Tara N. Sainath
Wei Li,"Ian McGraw,"
Ke Hu,Tara N. Sainath
Ke Hu,"Ian McGraw,"
Tara N. Sainath,"Ian McGraw,"
Naoyuki Kanda,Guoli Ye
Naoyuki Kanda,Yashesh Gaur
Naoyuki Kanda,Xiaofei Wang
Naoyuki Kanda,Zhong Meng
Naoyuki Kanda,Zhuo Chen
Naoyuki Kanda,"Takuya Yoshioka,"
Guoli Ye,Zhuo Chen
Yashesh Gaur,Zhuo Chen
Xiaofei Wang,Zhuo Chen
Zhong Meng,Zhuo Chen
Zhuo Chen,"Takuya Yoshioka,"
H. Inaguma,Brian Yan
H. Inaguma,Siddharth Dalmia
H. Inaguma,Pengcheng Gu
H. Inaguma,Jiatong Shi
H. Inaguma,Kevin Duh
H. Inaguma,"Shinji Watanabe,"
Brian Yan,Jiatong Shi
Siddharth Dalmia,Jiatong Shi
Pengcheng Gu,Jiatong Shi
Jiatong Shi,Kevin Duh
Jiatong Shi,"Shinji Watanabe,"
Fei He,Jing Zhang
Ling He,Jing Zhang
Jing Zhang,Yuanyuan Li
Jing Zhang,"Xi Xiong,"
Ke Tan,Xueliang Zhang
Ke Tan,"Deliang Wang,"
Yi-Chen Chen,Shu-wen Yang
Shu-wen Yang,Cheng-Kuang Lee
Shu-wen Yang,S. See
Shu-wen Yang,"Hung-yi Lee,"
Chenda Li,Yi Luo
Chenda Li,Cong Han
Chenda Li,Jinyu Li
Chenda Li,Takuya Yoshioka
Chenda Li,Tianyan Zhou
Chenda Li,Marc Delcroix
Chenda Li,K. Kinoshita
Chenda Li,Christoph BÃ¶ddeker
Chenda Li,Y. Qian
Chenda Li,Shinji Watanabe
Chenda Li,"Zhuo Chen,"
Yi Luo,Jinyu Li
Yi Luo,Takuya Yoshioka
Yi Luo,Y. Qian
Yi Luo,Shinji Watanabe
Cong Han,Jinyu Li
Cong Han,Takuya Yoshioka
Cong Han,Y. Qian
Cong Han,Shinji Watanabe
Jinyu Li,Takuya Yoshioka
Jinyu Li,Tianyan Zhou
Jinyu Li,Marc Delcroix
Jinyu Li,K. Kinoshita
Jinyu Li,Christoph BÃ¶ddeker
Jinyu Li,Y. Qian
Jinyu Li,Shinji Watanabe
Jinyu Li,"Zhuo Chen,"
Takuya Yoshioka,Tianyan Zhou
Takuya Yoshioka,Marc Delcroix
Takuya Yoshioka,K. Kinoshita
Takuya Yoshioka,Christoph BÃ¶ddeker
Takuya Yoshioka,Y. Qian
Takuya Yoshioka,Shinji Watanabe
Takuya Yoshioka,"Zhuo Chen,"
Tianyan Zhou,Y. Qian
Tianyan Zhou,Shinji Watanabe
Marc Delcroix,Y. Qian
Marc Delcroix,Shinji Watanabe
K. Kinoshita,Y. Qian
K. Kinoshita,Shinji Watanabe
Christoph BÃ¶ddeker,Y. Qian
Christoph BÃ¶ddeker,Shinji Watanabe
Y. Qian,Shinji Watanabe
Y. Qian,"Zhuo Chen,"
Shinji Watanabe,"Zhuo Chen,"
Bharathi Raja Chakravarthi,R. Priyadharshini
Bharathi Raja Chakravarthi,R. Ponnusamy
Bharathi Raja Chakravarthi,P. Kumaresan
Bharathi Raja Chakravarthi,Kayalvizhi Sampath
Bharathi Raja Chakravarthi,D. Thenmozhi
Bharathi Raja Chakravarthi,S. Thangasamy
Bharathi Raja Chakravarthi,Rajendran Nallathambi
Bharathi Raja Chakravarthi,"John P. McCrae,"
Vineel Pratap,Qiantong Xu
Vineel Pratap,T. Likhomanenko
Vineel Pratap,Gabriel Synnaeve
Vineel Pratap,"Ronan Collobert,"
Qiantong Xu,T. Likhomanenko
Qiantong Xu,Gabriel Synnaeve
Qiantong Xu,"Ronan Collobert,"
T. Likhomanenko,Gabriel Synnaeve
Gabriel Synnaeve,"Ronan Collobert,"
Peter Wu,Jiatong Shi
Peter Wu,Shinji Watanabe
Jiatong Shi,Yifan Zhong
Jiatong Shi,Shinji Watanabe
Jiatong Shi,"A. Black,"
Yifan Zhong,Shinji Watanabe
Shinji Watanabe,"A. Black,"
Xin Wang,"J. Yamagishi,"
Yichong Leng,Xu Tan
Yichong Leng,Tao Qin
Xu Tan,Linchen Zhu
Xu Tan,Jin Xu
Xu Tan,Renqian Luo
Xu Tan,Linquan Liu
Xu Tan,Tao Qin
Xu Tan,Xiang-Yang Li
Xu Tan,Ed Lin
Xu Tan,"Tie-Yan Liu,"
Linchen Zhu,Tao Qin
Jin Xu,Tao Qin
Renqian Luo,Tao Qin
Linquan Liu,Tao Qin
Tao Qin,Xiang-Yang Li
Tao Qin,Ed Lin
Tao Qin,"Tie-Yan Liu,"
H. Inaguma,T. Kawahara
H. Inaguma,"Shinji Watanabe,"
Yuki Takashima,Shinji Watanabe
Yusuke Fujita,Shinji Watanabe
Shinji Watanabe,Shota Horiguchi
Shinji Watanabe,Leibny Paola GarcÃ­a-Perera
Shinji Watanabe,"Kenji Nagamatsu,"
Yasheng Sun,Ziwei Liu
Hang Zhou,Ziwei Liu
Ziwei Liu,"H. Koike,"
Hayato Futami,H. Inaguma
H. Inaguma,M. Mimura
H. Inaguma,S. Sakai
H. Inaguma,"Tatsuya Kawahara,"
Yangyang Shi,Yuan Shangguan
Chunyang Wu,Yuan Shangguan
Dilin Wang,Yuan Shangguan
Alex Xiao,Yuan Shangguan
Jay Mahadeokar,Yuan Shangguan
Xiaohui Zhang,Yuan Shangguan
Chunxi Liu,Yuan Shangguan
Ke Li,Yuan Shangguan
Yuan Shangguan,Varun K. Nagaraja
Yuan Shangguan,Ozlem Kalinli
Yuan Shangguan,"M. Seltzer,"
Edwin G. Ng,C. Chiu
Edwin G. Ng,Yu Zhang
C. Chiu,Yu Zhang
C. Chiu,"William Chan,"
Yu Zhang,"William Chan,"
Francis M. Tyers,"Josh Meyer,"
Ye Jia,H. Zen
Ye Jia,Jonathan Shen
Ye Jia,Yu Zhang
Ye Jia,"Yonghui Wu,"
H. Zen,Yu Zhang
Jonathan Shen,Yu Zhang
Yu Zhang,"Yonghui Wu,"
Yixuan Zhang,Zhuo Chen
Yixuan Zhang,Jian Wu
Yixuan Zhang,Takuya Yoshioka
Zhuo Chen,Jian Wu
Zhuo Chen,Takuya Yoshioka
Zhuo Chen,Peidong Wang
Zhuo Chen,Zhong Meng
Zhuo Chen,"Jinyu Li,"
Jian Wu,Takuya Yoshioka
Jian Wu,Peidong Wang
Jian Wu,Zhong Meng
Jian Wu,"Jinyu Li,"
Takuya Yoshioka,Peidong Wang
Takuya Yoshioka,Zhong Meng
Takuya Yoshioka,"Jinyu Li,"
Liyang Chen,Xu Tan
Zhiyong Wu,Xu Tan
Jun Ling,Xu Tan
Runnan Li,Xu Tan
Xu Tan,"Sheng Zhao,"
Jee-weon Jung,Joon Son Chung
Hee-Soo Heo,Joon Son Chung
Youngki Kwon,Joon Son Chung
Joon Son Chung,"Bong-Jin Lee,"
Neil Zeghidour,O. Teboul
Neil Zeghidour,F. D. C. Quitry
Neil Zeghidour,"M. Tagliasacchi,"
Zhiwei Lin,Gaoqiang Zhang
Zhiwei Lin,Xiao Xiao
Zhiwei Lin,C. Au
Zhiwei Lin,Yihao Zhou
Zhiwei Lin,Chenchen Sun
Zhiwei Lin,Zhihao Zhou
Zhiwei Lin,Rong Yan
Zhiwei Lin,Endong Fan
Zhiwei Lin,Shaobo Si
Zhiwei Lin,Lei Weng
Zhiwei Lin,Shaurya Mathur
Zhiwei Lin,Jin Yang
Zhiwei Lin,"Jun Chen,"
Gaoqiang Zhang,Yihao Zhou
Gaoqiang Zhang,Chenchen Sun
Gaoqiang Zhang,Zhihao Zhou
Gaoqiang Zhang,Endong Fan
Gaoqiang Zhang,Jin Yang
Xiao Xiao,Yihao Zhou
Xiao Xiao,Chenchen Sun
Xiao Xiao,Zhihao Zhou
Xiao Xiao,Endong Fan
Xiao Xiao,Jin Yang
C. Au,Yihao Zhou
C. Au,Chenchen Sun
C. Au,Zhihao Zhou
C. Au,Endong Fan
C. Au,Jin Yang
Yihao Zhou,Chenchen Sun
Yihao Zhou,Zhihao Zhou
Yihao Zhou,Rong Yan
Yihao Zhou,Endong Fan
Yihao Zhou,Shaobo Si
Yihao Zhou,Lei Weng
Yihao Zhou,Shaurya Mathur
Yihao Zhou,Jin Yang
Yihao Zhou,"Jun Chen,"
Chenchen Sun,Zhihao Zhou
Chenchen Sun,Rong Yan
Chenchen Sun,Endong Fan
Chenchen Sun,Shaobo Si
Chenchen Sun,Lei Weng
Chenchen Sun,Shaurya Mathur
Chenchen Sun,Jin Yang
Chenchen Sun,"Jun Chen,"
Zhihao Zhou,Rong Yan
Zhihao Zhou,Endong Fan
Zhihao Zhou,Shaobo Si
Zhihao Zhou,Lei Weng
Zhihao Zhou,Shaurya Mathur
Zhihao Zhou,Jin Yang
Zhihao Zhou,"Jun Chen,"
Rong Yan,Endong Fan
Rong Yan,Jin Yang
Endong Fan,Shaobo Si
Endong Fan,Lei Weng
Endong Fan,Shaurya Mathur
Endong Fan,Jin Yang
Endong Fan,"Jun Chen,"
Shaobo Si,Jin Yang
Lei Weng,Jin Yang
Shaurya Mathur,Jin Yang
Jin Yang,"Jun Chen,"
Shota Horiguchi,Shinji Watanabe
Yusuke Fujita,Shinji Watanabe
Shinji Watanabe,Yawen Xue
Shinji Watanabe,"Leibny Paola GarcÃ­a-Perera,"
Xingyuan Xu,M. Tan
Xingyuan Xu,B. Corcoran
Xingyuan Xu,Jiayang Wu
Xingyuan Xu,A. Boes
Xingyuan Xu,T. Nguyen
Xingyuan Xu,S. Chu
Xingyuan Xu,B. Little
Xingyuan Xu,D. Hicks
Xingyuan Xu,R. Morandotti
Xingyuan Xu,A. Mitchell
Xingyuan Xu,"D. Moss,"
M. Tan,B. Corcoran
M. Tan,Jiayang Wu
M. Tan,A. Boes
M. Tan,T. Nguyen
M. Tan,S. Chu
M. Tan,B. Little
M. Tan,D. Hicks
M. Tan,R. Morandotti
M. Tan,A. Mitchell
M. Tan,"D. Moss,"
B. Corcoran,Jiayang Wu
B. Corcoran,A. Boes
B. Corcoran,T. Nguyen
B. Corcoran,S. Chu
B. Corcoran,B. Little
B. Corcoran,D. Hicks
B. Corcoran,R. Morandotti
B. Corcoran,A. Mitchell
B. Corcoran,"D. Moss,"
Jiayang Wu,A. Boes
Jiayang Wu,T. Nguyen
Jiayang Wu,S. Chu
Jiayang Wu,B. Little
Jiayang Wu,D. Hicks
Jiayang Wu,R. Morandotti
Jiayang Wu,A. Mitchell
Jiayang Wu,"D. Moss,"
A. Boes,T. Nguyen
A. Boes,S. Chu
A. Boes,B. Little
A. Boes,D. Hicks
A. Boes,R. Morandotti
A. Boes,A. Mitchell
A. Boes,"D. Moss,"
T. Nguyen,S. Chu
T. Nguyen,B. Little
T. Nguyen,D. Hicks
T. Nguyen,R. Morandotti
T. Nguyen,A. Mitchell
T. Nguyen,"D. Moss,"
S. Chu,B. Little
S. Chu,D. Hicks
S. Chu,R. Morandotti
S. Chu,A. Mitchell
S. Chu,"D. Moss,"
B. Little,D. Hicks
B. Little,R. Morandotti
B. Little,A. Mitchell
B. Little,"D. Moss,"
D. Hicks,R. Morandotti
D. Hicks,A. Mitchell
D. Hicks,"D. Moss,"
R. Morandotti,A. Mitchell
R. Morandotti,"D. Moss,"
A. Mitchell,"D. Moss,"
Chenxu Hu,Qiao Tian
Chenxu Hu,Tingle Li
Chenxu Hu,Yuping Wang
Chenxu Hu,Yuxuan Wang
Chenxu Hu,"Hang Zhao,"
Desh Raj,Zhuo Chen
Liang Lu,Zhuo Chen
Zhuo Chen,Yashesh Gaur
Zhuo Chen,"Jinyu Li,"
Sanyuan Chen,Yu Wu
Sanyuan Chen,Zhuo Chen
Sanyuan Chen,Jian Wu
Sanyuan Chen,Takuya Yoshioka
Sanyuan Chen,Shujie Liu
Sanyuan Chen,Jinyu Li
Sanyuan Chen,"Xiangzhan Yu,"
Yu Wu,Zhuo Chen
Yu Wu,Jian Wu
Yu Wu,Takuya Yoshioka
Yu Wu,Shujie Liu
Yu Wu,Jinyu Li
Yu Wu,"Xiangzhan Yu,"
Zhuo Chen,Jian Wu
Zhuo Chen,Takuya Yoshioka
Zhuo Chen,Shujie Liu
Zhuo Chen,Jinyu Li
Zhuo Chen,"Xiangzhan Yu,"
Jian Wu,Takuya Yoshioka
Jian Wu,Shujie Liu
Jian Wu,Jinyu Li
Jian Wu,"Xiangzhan Yu,"
Takuya Yoshioka,Shujie Liu
Takuya Yoshioka,Jinyu Li
Takuya Yoshioka,"Xiangzhan Yu,"
Shujie Liu,Jinyu Li
Shujie Liu,"Xiangzhan Yu,"
Jinyu Li,"Xiangzhan Yu,"
Davida Fromm,Saketh Katta
Davida Fromm,Mason Paccione
Davida Fromm,Sophia Hecht
Davida Fromm,J. Greenhouse
Davida Fromm,B. MacWhinney
Davida Fromm,"T. Schnur,"
Saketh Katta,B. MacWhinney
Mason Paccione,B. MacWhinney
Sophia Hecht,B. MacWhinney
J. Greenhouse,B. MacWhinney
B. MacWhinney,"T. Schnur,"
Wangyou Zhang,Jing Shi
Wangyou Zhang,Chenda Li
Wangyou Zhang,Shinji Watanabe
Wangyou Zhang,"Y. Qian,"
Jing Shi,Chenda Li
Jing Shi,Shinji Watanabe
Jing Shi,"Y. Qian,"
Chenda Li,Shinji Watanabe
Chenda Li,"Y. Qian,"
Shinji Watanabe,"Y. Qian,"
Guoli Ye,Jinyu Li
V. Mazalov,Jinyu Li
Jinyu Li,"Y. Gong,"
Hao Li,Deliang Wang
Deliang Wang,Xueliang Zhang
Deliang Wang,"Guanglai Gao,"
Yun Tang,Hongyu Gong
Yun Tang,Xian Li
Yun Tang,Changhan Wang
Yun Tang,J. Pino
Yun Tang,H. Schwenk
Yun Tang,"Naman Goyal,"
Hongyu Gong,Changhan Wang
Hongyu Gong,J. Pino
Xian Li,Changhan Wang
Xian Li,J. Pino
Changhan Wang,J. Pino
Changhan Wang,H. Schwenk
Changhan Wang,"Naman Goyal,"
J. Pino,H. Schwenk
J. Pino,"Naman Goyal,"
Yosuke Higuchi,Keita Karube
Yosuke Higuchi,Tetsuji Ogawa
Yosuke Higuchi,"Tetsunori Kobayashi,"
Zhichao Wang,Lei Xie
Qicong Xie,Lei Xie
Tao Li,Lei Xie
Hongqiang Du,Lei Xie
Lei Xie,Pengcheng Zhu
Lei Xie,"Mengxiao Bi,"
Titouan Parcollet,"M. Ravanelli,"
Nauman Dawalatabad,Tushar Vatsal
Nauman Dawalatabad,Ashutosh Gupta
Nauman Dawalatabad,Sungsoo Kim
Nauman Dawalatabad,Shatrughan Singh
Nauman Dawalatabad,Dhananjaya N. Gowda
Nauman Dawalatabad,"Chanwoo Kim,"
Xutai Ma,Hongyu Gong
Xutai Ma,Danni Liu
Xutai Ma,Ann Lee
Xutai Ma,Yun Tang
Xutai Ma,Peng-Jen Chen
Xutai Ma,Wei-Ning Hsu
Xutai Ma,Kenneth Heafield
Xutai Ma,P. Koehn
Xutai Ma,"J. Pino,"
Hongyu Gong,Ann Lee
Hongyu Gong,Yun Tang
Hongyu Gong,Wei-Ning Hsu
Danni Liu,Ann Lee
Danni Liu,Yun Tang
Danni Liu,Wei-Ning Hsu
Ann Lee,Yun Tang
Ann Lee,Peng-Jen Chen
Ann Lee,Wei-Ning Hsu
Ann Lee,Kenneth Heafield
Ann Lee,P. Koehn
Ann Lee,"J. Pino,"
Yun Tang,Peng-Jen Chen
Yun Tang,Wei-Ning Hsu
Yun Tang,Kenneth Heafield
Yun Tang,P. Koehn
Yun Tang,"J. Pino,"
Peng-Jen Chen,Wei-Ning Hsu
Wei-Ning Hsu,Kenneth Heafield
Wei-Ning Hsu,P. Koehn
Wei-Ning Hsu,"J. Pino,"
Duc Le,Yuan Shangguan
Mahaveer Jain,Yuan Shangguan
Gil Keren,Yuan Shangguan
Suyoun Kim,Yuan Shangguan
Yangyang Shi,Yuan Shangguan
Jay Mahadeokar,Yuan Shangguan
Julian Chan,Yuan Shangguan
Yuan Shangguan,Christian Fuegen
Yuan Shangguan,Ozlem Kalinli
Yuan Shangguan,Yatharth Saraf
Yuan Shangguan,"M. Seltzer,"
Ondrej Bojar,T. Nguyen
Dominik MachÃ¡cek,T. Nguyen
Sangeet Sagar,T. Nguyen
O. Smrz,T. Nguyen
J. KratochvÃ­l,T. Nguyen
Peter Polak,T. Nguyen
Ebrahim Ansari,T. Nguyen
Mohammad Mahmoudi,T. Nguyen
Rishu Kumar,T. Nguyen
Dario Franceschini,T. Nguyen
Chiara Canton,T. Nguyen
I. Simonini,T. Nguyen
T. Nguyen,Felix Schneider
T. Nguyen,S. StÃ¼ker
T. Nguyen,A. Waibel
T. Nguyen,B. Haddow
T. Nguyen,Rico Sennrich
T. Nguyen,"Philip Williams,"
J. Rimmele,D. Poeppel
D. Poeppel,"O. Ghitza,"
KateÅina Å½molÃ­kovÃ¡,Shinji Watanabe
Marc Delcroix,Shinji Watanabe
Desh Raj,Shinji Watanabe
Shinji Watanabe,"J. ÄernockÃ½,"
Tianzi Wang,Xuankai Chang
Yuya Fujita,Xuankai Chang
Xuankai Chang,"Shinji Watanabe,"
Shota Horiguchi,Zili Huang
Shota Horiguchi,Shinji Watanabe
Nelson Yalta,Zili Huang
Nelson Yalta,Shinji Watanabe
Leibny Paola GarcÃ­a-Perera,Zili Huang
Leibny Paola GarcÃ­a-Perera,Shinji Watanabe
Yuki Takashima,Zili Huang
Yuki Takashima,Shinji Watanabe
Yawen Xue,Zili Huang
Yawen Xue,Shinji Watanabe
Desh Raj,Zili Huang
Desh Raj,Shinji Watanabe
Zili Huang,Yusuke Fujita
Zili Huang,Shinji Watanabe
Zili Huang,"S. Khudanpur,"
Yusuke Fujita,Shinji Watanabe
Shinji Watanabe,"S. Khudanpur,"
Guangyan Zhang,Xu Tan
Guangyan Zhang,Sheng Zhao
Yichong Leng,Xu Tan
Yichong Leng,Sheng Zhao
Daxin Tan,Xu Tan
Daxin Tan,Sheng Zhao
Ying Qin,Xu Tan
Ying Qin,Sheng Zhao
